TEAM,YEAR,FTM,FTA,FT_PCT
Arkansas State,2017,474,743,.638
Arkansas-Pine Bluff,2017,379,581,.652
Army,2017,349,533,.655
Auburn,2017,562,836,.672
Austin Peay,2017,492,695,.708
Ball State,2017,500,696,.718
Baylor NCAA,2017,478,661,.723
Belmont,2017,400,521,.768
Bethune-Cookman,2017,367,554,.662
Binghamton,2017,391,555,.705
Boise State,2017,529,743,.712
Boston College,2017,378,556,.680
Boston University,2017,431,619,.696
Bowling Green State,2017,471,706,.667
Bradley,2017,484,719,.673
Brigham Young,2017,637,869,.733
Brown,2017,561,739,.759
Bryant,2017,458,636,.720
Bucknell NCAA,2017,497,730,.681
Buffalo,2017,492,711,.692
Butler NCAA,2017,522,704,.741
Cal Poly,2017,372,534,.697
Cal State Bakersfield,2017,483,755,.640
Cal State Fullerton,2017,513,747,.687
Cal State Northridge,2017,584,801,.729
California,2017,476,720,.661
Campbell,2017,541,720,.751
Canisius,2017,470,639,.736
Central Arkansas,2017,493,687,.718
Central Connecticut State,2017,331,534,.620
Central Michigan,2017,603,762,.791
Charleston Southern,2017,428,643,.666
Charlotte,2017,458,614,.746
Chattanooga,2017,481,677,.710
Chicago State,2017,399,569,.701
Cincinnati NCAA,2017,472,688,.686
Clemson,2017,487,666,.731
Cleveland State,2017,374,541,.691
Coastal Carolina,2017,473,719,.658
Colgate,2017,384,567,.677
College of Charleston,2017,588,799,.736
Colorado,2017,542,770,.704
Colorado State,2017,596,815,.731
Columbia,2017,329,465,.708
Connecticut,2017,441,619,.712
Coppin State,2017,484,745,.650
Cornell,2017,338,484,.698
Creighton NCAA,2017,404,592,.682
Dartmouth,2017,351,495,.709
Davidson,2017,442,587,.753
Dayton NCAA,2017,530,768,.690
Delaware,2017,411,599,.686
Delaware State,2017,359,545,.659
Denver,2017,428,583,.734
DePaul,2017,472,642,.735
Detroit Mercy,2017,476,717,.664
Drake,2017,418,553,.756
Drexel,2017,411,617,.666
Duke NCAA,2017,642,842,.762
Duquesne,2017,460,680,.676
East Carolina,2017,442,673,.657
East Tennessee State NCAA,2017,597,850,.702
Eastern Illinois,2017,366,501,.731
Eastern Kentucky,2017,462,655,.705
Eastern Michigan,2017,519,716,.725
Eastern Washington,2017,520,675,.770
Elon,2017,395,577,.685
Evansville,2017,561,787,.713
Fairfield,2017,345,506,.682
FDU,2017,474,620,.765
Florida NCAA,2017,620,851,.729
Florida A&M,2017,442,671,.659
Florida Atlantic,2017,392,558,.703
Florida Gulf Coast NCAA,2017,466,664,.702
Florida International,2017,387,516,.750
Florida State NCAA,2017,568,824,.689
Fordham,2017,344,474,.726
Fresno State,2017,513,763,.672
Furman,2017,435,624,.697
Gardner-Webb,2017,511,819,.624
George Mason,2017,579,775,.747
George Washington,2017,529,710,.745
Georgetown,2017,547,746,.733
Georgia,2017,588,777,.757
Georgia Southern,2017,507,763,.664
Georgia State,2017,426,658,.647
Georgia Tech,2017,505,740,.682
Gonzaga NCAA,2017,638,890,.717
Grambling,2017,495,747,.663
Grand Canyon,2017,497,747,.665
Green Bay,2017,542,787,.689
Hampton,2017,451,633,.712
Hartford,2017,413,591,.699
Harvard,2017,385,518,.743
Hawaii,2017,432,604,.715
High Point,2017,473,636,.744
Hofstra,2017,490,716,.684
Holy Cross,2017,370,534,.693
Houston,2017,390,544,.717
Houston Christian,2017,504,721,.699
Howard,2017,547,833,.657
Idaho,2017,539,746,.723
Idaho State,2017,443,648,.684
Illinois,2017,442,643,.687
Illinois State,2017,394,593,.664
Illinois-Chicago,2017,599,843,.711
Incarnate Word,2017,507,731,.694
Indiana,2017,498,683,.729
Indiana State,2017,392,576,.681
Iona NCAA,2017,513,668,.768
Iowa,2017,510,741,.688
Iowa State NCAA,2017,423,604,.700
IUPUI,2017,446,653,.683
Jackson State,2017,417,619,.674
Jacksonville,2017,474,644,.736
Jacksonville State NCAA,2017,462,647,.714
James Madison,2017,446,622,.717
Kansas NCAA,2017,535,789,.678
Kansas City,2017,554,777,.713
Kansas State NCAA,2017,538,775,.694
Kennesaw State,2017,411,595,.691
Kent State NCAA,2017,543,755,.719
Kentucky NCAA,2017,690,980,.704
La Salle,2017,489,638,.766
Lafayette,2017,350,492,.711
Lamar,2017,544,813,.669
Lehigh,2017,448,580,.772
Liberty,2017,454,612,.742
Lipscomb,2017,586,811,.723
Little Rock,2017,431,582,.741
Long Beach State,2017,543,750,.724
Long Island University,2017,488,710,.687
Longwood,2017,356,487,.731
Louisiana,2017,583,839,.695
Louisiana State,2017,417,599,.696
Louisiana Tech,2017,478,674,.709
Louisiana-Monroe,2017,333,498,.669
Louisville NCAA,2017,486,708,.686
Loyola (IL),2017,385,543,.709
Loyola (MD),2017,492,711,.692
Loyola Marymount,2017,338,545,.620
Maine,2017,365,558,.654
Manhattan,2017,542,743,.729
Marist,2017,480,662,.725
Marquette NCAA,2017,457,585,.781
Marshall,2017,599,816,.734
Maryland NCAA,2017,512,732,.699
Maryland-Baltimore County,2017,515,691,.745
Maryland-Eastern Shore,2017,456,668,.683
Massachusetts,2017,443,671,.660
Massachusetts-Lowell,2017,417,567,.735
McNeese State,2017,418,610,.685
Memphis,2017,482,706,.683
Mercer,2017,449,574,.782
Miami (FL) NCAA,2017,443,617,.718
Miami (OH),2017,476,689,.691
Michigan NCAA,2017,486,624,.779
Michigan State NCAA,2017,432,646,.669
Middle Tennessee NCAA,2017,441,631,.699
Milwaukee,2017,355,538,.660
Minnesota NCAA,2017,573,806,.711
Mississippi,2017,696,926,.752
Mississippi State,2017,431,627,.687
Mississippi Valley State,2017,423,651,.650
Missouri,2017,500,732,.683
Missouri State,2017,457,652,.701
Monmouth,2017,600,793,.757
Montana,2017,467,621,.752
Montana State,2017,527,722,.730
Morehead State,2017,395,544,.726
Morgan State,2017,484,681,.711
Mount St. Mary's NCAA,2017,431,640,.673
Murray State,2017,552,751,.735
Navy,2017,400,624,.641
NC State,2017,481,687,.700
Nebraska,2017,403,568,.710
Nevada NCAA,2017,606,859,.705
Nevada-Las Vegas,2017,495,711,.696
New Hampshire,2017,455,628,.725
New Mexico,2017,582,780,.746
New Mexico State NCAA,2017,600,843,.712
New Orleans NCAA,2017,532,749,.710
Niagara,2017,512,683,.750
Nicholls State,2017,496,671,.739
NJIT,2017,421,599,.703
Norfolk State,2017,495,727,.681
North Carolina NCAA,2017,642,916,.701
North Carolina A&T,2017,400,587,.681
North Carolina Central NCAA,2017,467,684,.683
North Dakota NCAA,2017,498,698,.713
North Dakota State,2017,462,650,.711
North Florida,2017,490,748,.655
North Texas,2017,409,633,.646
Northeastern,2017,433,636,.681
Northern Arizona,2017,440,644,.683
Northern Colorado,2017,357,590,.605
Northern Illinois,2017,493,728,.677
Northern Iowa,2017,381,520,.733
Northern Kentucky NCAA,2017,503,740,.680
Northwestern NCAA,2017,477,638,.748
Northwestern State,2017,499,723,.690
Notre Dame NCAA,2017,489,611,.800
Oakland,2017,582,765,.761
Ohio,2017,432,626,.690
Ohio State,2017,464,680,.682
Oklahoma,2017,494,685,.721
Oklahoma State NCAA,2017,620,786,.789
Old Dominion,2017,387,602,.643
Omaha,2017,598,799,.748
Oral Roberts,2017,416,548,.759
Oregon NCAA,2017,560,787,.712
Oregon State,2017,376,569,.661
Pacific,2017,453,671,.675
Penn State,2017,487,654,.745
Pennsylvania,2017,274,417,.657
Pepperdine,2017,348,543,.641
Pittsburgh,2017,527,719,.733
Portland,2017,485,655,.740
Portland State,2017,489,743,.658
Prairie View,2017,463,659,.703
Presbyterian,2017,321,468,.686
Princeton NCAA,2017,307,416,.738
Providence NCAA,2017,472,683,.691
Purdue NCAA,2017,515,680,.757
Purdue Fort Wayne,2017,407,561,.725
Quinnipiac,2017,453,663,.683
Radford,2017,353,530,.666
Rhode Island NCAA,2017,528,791,.668
Rice,2017,635,858,.740
Richmond,2017,449,630,.713
Rider,2017,505,752,.672
Robert Morris,2017,486,750,.648
Rutgers,2017,393,631,.623
Sacramento State,2017,428,657,.651
Sacred Heart,2017,462,659,.701
Saint Francis (PA),2017,414,598,.692
Saint Joseph's,2017,471,725,.650
Saint Louis,2017,396,597,.663
Saint Mary's (CA) NCAA,2017,372,499,.745
Saint Peter's,2017,438,625,.701
Sam Houston,2017,518,755,.686
Samford,2017,645,868,.743
San Diego,2017,435,603,.721
San Diego State,2017,463,663,.698
San Francisco,2017,327,514,.636
San Jose State,2017,451,643,.701
Santa Clara,2017,330,451,.732
Savannah State,2017,427,659,.648
Seattle,2017,405,573,.707
Seton Hall NCAA,2017,471,733,.643
Siena,2017,565,795,.711
South Alabama,2017,475,725,.655
South Carolina NCAA,2017,611,874,.699
South Carolina State,2017,390,564,.691
South Carolina Upstate,2017,419,638,.657
South Dakota,2017,601,852,.705
South Dakota State NCAA,2017,603,782,.771
South Florida,2017,339,516,.657
Southeast Missouri State,2017,493,664,.742
Southeastern Louisiana,2017,461,675,.683
Southern,2017,547,786,.696
Southern California NCAA,2017,583,787,.741
Southern Illinois,2017,469,674,.696
SIU Edwardsville,2017,528,780,.677
Southern Methodist NCAA,2017,485,696,.697
Southern Mississippi,2017,372,526,.707
Southern Utah,2017,638,861,.741
St. Bonaventure,2017,608,791,.769
St. Francis (NY),2017,400,616,.649
St. John's (NY),2017,524,724,.724
Stanford,2017,461,676,.682
Stephen F. Austin,2017,530,735,.721
Stetson,2017,438,665,.659
Stony Brook,2017,445,617,.721
Syracuse,2017,506,685,.739
TCU,2017,506,738,.686
Temple,2017,366,506,.723
Tennessee,2017,588,807,.729
Tennessee State,2017,476,688,.692
Tennessee Tech,2017,506,715,.708
Tennessee-Martin,2017,474,689,.688
Texas,2017,414,637,.650
Texas A&M,2017,379,584,.649
Texas A&M-Corpus Christi,2017,572,792,.722
Texas Southern NCAA,2017,656,892,.735
Texas State,2017,460,696,.661
Texas Tech,2017,464,633,.733
Texas-Rio Grande Valley,2017,491,685,.717
The Citadel,2017,607,802,.757
Toledo,2017,525,755,.695
Towson,2017,592,868,.682
Troy NCAA,2017,614,847,.725
Tulane,2017,456,636,.717
Tulsa,2017,522,716,.729
UAB,2017,496,674,.736
UC Davis NCAA,2017,558,828,.674
UC Irvine,2017,419,611,.686
UC Riverside,2017,344,495,.695
UC Santa Barbara,2017,303,478,.634
UCF,2017,501,758,.661
UCLA NCAA,2017,459,622,.738
UNC Asheville,2017,464,681,.681
UNC Greensboro,2017,426,603,.706
UNC Wilmington NCAA,2017,489,708,.691
UT Arlington,2017,510,749,.681
Utah,2017,424,622,.682
Utah State,2017,427,609,.701
Utah Valley,2017,543,767,.708
UTEP,2017,413,624,.662
UTSA,2017,468,703,.666
Valparaiso,2017,552,712,.775
Vanderbilt NCAA,2017,513,660,.777
Vermont NCAA,2017,456,651,.700
Villanova NCAA,2017,538,681,.790
Virginia NCAA,2017,336,474,.709
Virginia Commonwealth NCAA,2017,527,747,.705
VMI,2017,345,500,.690
Virginia Tech NCAA,2017,546,741,.737
Wagner,2017,410,593,.691
Wake Forest NCAA,2017,619,795,.779
Washington,2017,394,602,.654
Washington State,2017,368,487,.756
Weber State,2017,584,788,.741
West Virginia NCAA,2017,621,907,.685
Western Carolina,2017,345,528,.653
Western Illinois,2017,336,475,.707
Western Kentucky,2017,441,657,.671
Western Michigan,2017,482,685,.704
Wichita State NCAA,2017,622,848,.733
William & Mary,2017,477,689,.692
Winthrop NCAA,2017,520,725,.717
Wisconsin NCAA,2017,453,703,.644
Wofford,2017,482,619,.779
Wright State,2017,546,715,.764
Abilene Christian,2018,406,579,.701
Air Force,2018,408,556,.734
Akron,2018,405,582,.696
Alabama NCAA,2018,555,828,.670
Alabama A&M,2018,345,533,.647
Alabama State,2018,418,647,.646
Albany (NY),2018,513,680,.754
Alcorn State,2018,423,598,.707
American,2018,326,491,.664
Appalachian State,2018,500,749,.668
Arizona NCAA,2018,563,741,.760
Arizona State NCAA,2018,581,793,.733
Arkansas NCAA,2018,540,793,.681
Arkansas State,2018,451,628,.718
Arkansas-Pine Bluff,2018,460,681,.675
Army,2018,295,448,.658
Auburn NCAA,2018,647,836,.774
Austin Peay,2018,480,737,.651
Ball State,2018,453,643,.705
Baylor,2018,470,640,.734
Belmont,2018,382,517,.739
Bethune-Cookman,2018,575,820,.701
Binghamton,2018,338,528,.640
Boise State,2018,439,595,.738
Boston College,2018,479,646,.741
Boston University,2018,357,559,.639
Bowling Green State,2018,534,730,.732
Bradley,2018,470,665,.707
Brigham Young,2018,537,716,.750
Brown,2018,504,667,.756
Bryant,2018,368,522,.705
Bucknell NCAA,2018,627,872,.719
Buffalo NCAA,2018,486,695,.699
Butler NCAA,2018,436,562,.776
Cal Poly,2018,373,478,.780
Cal State Bakersfield,2018,402,578,.696
Cal State Fullerton NCAA,2018,543,745,.729
Cal State Northridge,2018,335,473,.708
California,2018,484,717,.675
Campbell,2018,486,648,.750
Canisius,2018,413,581,.711
Central Arkansas,2018,573,780,.735
Central Connecticut State,2018,397,568,.699
Central Michigan,2018,573,711,.806
Charleston Southern,2018,420,581,.723
Charlotte,2018,456,637,.716
Chattanooga,2018,445,626,.711
Chicago State,2018,454,627,.724
Cincinnati NCAA,2018,523,756,.692
Clemson NCAA,2018,498,660,.755
Cleveland State,2018,402,572,.703
Coastal Carolina,2018,506,702,.721
Colgate,2018,427,552,.774
College of Charleston NCAA,2018,527,699,.754
Colorado,2018,446,612,.729
Colorado State,2018,467,651,.717
Columbia,2018,301,407,.740
Connecticut,2018,442,593,.745
Coppin State,2018,366,497,.736
Cornell,2018,419,574,.730
Creighton NCAA,2018,397,531,.748
Dartmouth,2018,339,475,.714
Davidson NCAA,2018,368,461,.798
Dayton,2018,388,531,.731
Delaware,2018,428,657,.651
Delaware State,2018,358,516,.694
Denver,2018,375,540,.694
DePaul,2018,398,562,.708
Detroit Mercy,2018,469,621,.755
Drake,2018,493,640,.770
Drexel,2018,467,646,.723
Duke NCAA,2018,562,791,.710
Duquesne,2018,454,663,.685
East Carolina,2018,329,494,.666
East Tennessee State,2018,460,648,.710
Eastern Illinois,2018,377,551,.684
Eastern Kentucky,2018,448,600,.747
Eastern Michigan,2018,409,599,.683
Eastern Washington,2018,437,572,.764
Elon,2018,325,457,.711
Evansville,2018,448,578,.775
Fairfield,2018,441,621,.710
FDU,2018,416,573,.726
Florida NCAA,2018,483,673,.718
Florida A&M,2018,464,641,.724
Florida Atlantic,2018,396,536,.739
Florida Gulf Coast,2018,503,680,.740
Florida International,2018,429,704,.609
Florida State NCAA,2018,543,786,.691
Fordham,2018,320,452,.708
Fresno State,2018,473,682,.694
Furman,2018,397,557,.713
Gardner-Webb,2018,378,526,.719
George Mason,2018,459,619,.742
George Washington,2018,381,537,.709
Georgetown,2018,524,676,.775
Georgia,2018,512,732,.699
Georgia Southern,2018,523,789,.663
Georgia State NCAA,2018,417,615,.678
Georgia Tech,2018,439,616,.713
Gonzaga NCAA,2018,513,725,.708
Grambling,2018,547,769,.711
Grand Canyon,2018,551,785,.702
Green Bay,2018,504,670,.752
Hampton,2018,565,727,.777
Hartford,2018,386,569,.678
Harvard,2018,397,512,.775
Hawaii,2018,460,670,.687
High Point,2018,413,588,.702
Hofstra,2018,468,686,.682
Holy Cross,2018,321,465,.690
Houston NCAA,2018,484,674,.718
Houston Christian,2018,443,710,.624
Howard,2018,487,688,.708
Idaho,2018,415,565,.735
Idaho State,2018,403,594,.678
Illinois,2018,478,653,.732
Illinois State,2018,437,640,.683
Illinois-Chicago,2018,564,768,.734
Incarnate Word,2018,470,630,.746
Indiana,2018,423,644,.657
Indiana State,2018,454,644,.705
Iona NCAA,2018,462,626,.738
Iowa,2018,486,699,.695
Iowa State,2018,390,557,.700
IUPUI,2018,372,559,.665
Jackson State,2018,325,497,.654
Jacksonville,2018,409,622,.658
Jacksonville State,2018,468,657,.712
James Madison,2018,486,667,.729
Kansas NCAA,2018,453,640,.708
Kansas City,2018,455,640,.711
Kansas State NCAA,2018,502,684,.734
Kennesaw State,2018,412,597,.690
Kent State,2018,485,666,.728
Kentucky NCAA,2018,649,930,.698
La Salle,2018,465,591,.787
Lafayette,2018,390,507,.769
Lamar,2018,497,757,.657
Lehigh,2018,373,480,.777
Liberty,2018,523,660,.792
Lipscomb NCAA,2018,593,826,.718
Little Rock,2018,338,554,.610
Long Beach State,2018,557,765,.728
Long Island University NCAA,2018,547,786,.696
Longwood,2018,406,591,.687
Louisiana,2018,590,775,.761
Louisiana State,2018,459,628,.731
Louisiana Tech,2018,505,697,.725
Louisiana-Monroe,2018,325,453,.717
Louisville,2018,503,683,.736
Loyola (IL) NCAA,2018,454,626,.725
Loyola (MD),2018,397,608,.653
Loyola Marymount,2018,421,593,.710
Maine,2018,385,559,.689
Manhattan,2018,434,625,.694
Marist,2018,437,612,.714
Marquette,2018,483,600,.805
Marshall NCAA,2018,571,747,.764
Maryland,2018,487,645,.755
Maryland-Baltimore County NCAA,2018,414,641,.646
Maryland-Eastern Shore,2018,366,542,.675
Massachusetts,2018,359,481,.746
Massachusetts-Lowell,2018,489,690,.709
McNeese State,2018,419,590,.710
Memphis,2018,551,798,.690
Mercer,2018,517,680,.760
Miami (FL) NCAA,2018,362,547,.662
Miami (OH),2018,376,548,.686
Michigan NCAA,2018,474,717,.661
Michigan State NCAA,2018,535,716,.747
Middle Tennessee,2018,434,585,.742
Milwaukee,2018,356,528,.674
Minnesota,2018,487,692,.704
Mississippi,2018,493,675,.730
Mississippi State,2018,460,666,.691
Mississippi Valley State,2018,388,575,.675
Missouri NCAA,2018,505,688,.734
Missouri State,2018,377,527,.715
Monmouth,2018,539,758,.711
Montana NCAA,2018,551,780,.706
Montana State,2018,543,746,.728
Morehead State,2018,415,592,.701
Morgan State,2018,538,742,.725
Mount St. Mary's,2018,390,532,.733
Murray State NCAA,2018,504,687,.734
Navy,2018,451,627,.719
NC State NCAA,2018,489,703,.696
Nebraska,2018,514,716,.718
Nevada NCAA,2018,603,812,.743
Nevada-Las Vegas,2018,612,868,.705
New Hampshire,2018,401,544,.737
New Mexico,2018,550,708,.777
New Mexico State NCAA,2018,388,603,.643
New Orleans,2018,508,755,.673
Niagara,2018,588,808,.728
Nicholls State,2018,499,696,.717
NJIT,2018,396,579,.684
Norfolk State,2018,429,639,.671
North Carolina NCAA,2018,503,677,.743
North Carolina A&T,2018,552,776,.711
North Carolina Central NCAA,2018,410,597,.687
North Dakota,2018,468,663,.706
North Dakota State,2018,414,544,.761
North Florida,2018,433,570,.760
North Texas,2018,502,761,.660
Northeastern,2018,452,617,.733
Northern Arizona,2018,526,750,.701
Northern Colorado,2018,540,784,.689
Northern Illinois,2018,452,623,.726
Northern Iowa,2018,387,537,.721
Northern Kentucky,2018,432,591,.731
Northwestern,2018,402,538,.747
Northwestern State,2018,359,588,.611
Notre Dame,2018,508,670,.758
Oakland,2018,537,697,.770
Ohio,2018,412,579,.712
Ohio State NCAA,2018,450,616,.731
Oklahoma NCAA,2018,510,684,.746
Oklahoma State,2018,543,717,.757
Old Dominion,2018,431,623,.692
Omaha,2018,365,517,.706
Oral Roberts,2018,354,517,.685
Oregon,2018,521,683,.763
Oregon State,2018,487,688,.708
Pacific,2018,521,715,.729
Penn State,2018,507,722,.702
Pennsylvania NCAA,2018,429,651,.659
Pepperdine,2018,453,646,.701
Pittsburgh,2018,371,534,.695
Portland,2018,404,596,.678
Portland State,2018,529,751,.704
Prairie View,2018,532,793,.671
Presbyterian,2018,350,510,.686
Princeton,2018,313,443,.707
Providence NCAA,2018,554,787,.704
Purdue NCAA,2018,555,747,.743
Purdue Fort Wayne,2018,471,654,.720
Quinnipiac,2018,487,690,.706
Radford NCAA,2018,445,614,.725
Rhode Island NCAA,2018,439,630,.697
Rice,2018,432,646,.669
Richmond,2018,389,544,.715
Rider,2018,513,844,.608
Robert Morris,2018,442,663,.667
Rutgers,2018,409,635,.644
Sacramento State,2018,355,519,.684
Sacred Heart,2018,358,540,.663
Saint Francis (PA),2018,480,630,.762
Saint Joseph's,2018,464,675,.687
Saint Louis,2018,523,802,.652
Saint Mary's (CA),2018,460,598,.769
Saint Peter's,2018,352,488,.721
Sam Houston,2018,514,719,.715
Samford,2018,454,594,.764
San Diego,2018,492,692,.711
San Diego State NCAA,2018,502,702,.715
San Francisco,2018,448,663,.676
San Jose State,2018,386,558,.692
Santa Clara,2018,380,524,.725
Savannah State,2018,483,694,.696
Seattle,2018,515,698,.738
Seton Hall NCAA,2018,509,729,.698
Siena,2018,442,652,.678
South Alabama,2018,472,674,.700
South Carolina,2018,561,800,.701
South Carolina State,2018,492,706,.697
South Carolina Upstate,2018,334,460,.726
South Dakota,2018,555,740,.750
South Dakota State NCAA,2018,578,759,.762
South Florida,2018,405,560,.723
Southeast Missouri State,2018,474,650,.729
Southeastern Louisiana,2018,455,692,.658
Southern,2018,540,793,.681
Southern California,2018,458,649,.706
Southern Illinois,2018,415,596,.696
SIU Edwardsville,2018,410,580,.707
Southern Methodist,2018,384,560,.686
Southern Mississippi,2018,403,573,.703
Southern Utah,2018,515,698,.738
St. Bonaventure NCAA,2018,597,794,.752
St. Francis (NY),2018,421,591,.712
St. John's (NY),2018,446,602,.741
Stanford,2018,572,835,.685
Stephen F. Austin NCAA,2018,577,819,.705
Stetson,2018,348,518,.672
Stony Brook,2018,398,606,.657
Syracuse NCAA,2018,594,807,.736
TCU NCAA,2018,476,674,.706
Temple,2018,347,509,.682
Tennessee NCAA,2018,541,715,.757
Tennessee State,2018,436,590,.739
Tennessee Tech,2018,483,710,.680
Tennessee-Martin,2018,309,426,.725
Texas NCAA,2018,441,663,.665
Texas A&M NCAA,2018,449,679,.661
Texas A&M-Corpus Christi,2018,432,603,.716
Texas Southern NCAA,2018,657,906,.725
Texas State,2018,430,651,.661
Texas Tech NCAA,2018,579,823,.704
Texas-Rio Grande Valley,2018,619,835,.741
The Citadel,2018,475,673,.706
Toledo,2018,534,725,.737
Towson,2018,458,667,.687
Troy,2018,487,662,.736
Tulane,2018,437,613,.713
Tulsa,2018,522,720,.725
UAB,2018,423,564,.750
UC Davis,2018,505,705,.716
UC Irvine,2018,420,593,.708
UC Riverside,2018,407,580,.702
UC Santa Barbara,2018,414,594,.697
UCF,2018,450,702,.641
UCLA NCAA,2018,515,715,.720
UNC Asheville,2018,456,615,.741
UNC Greensboro NCAA,2018,383,549,.698
UNC Wilmington,2018,458,664,.690
UT Arlington,2018,492,713,.690
Utah,2018,497,655,.759
Utah State,2018,442,627,.705
Utah Valley,2018,538,725,.742
UTEP,2018,362,542,.668
UTSA,2018,443,656,.675
Valparaiso,2018,477,674,.708
Vanderbilt,2018,477,642,.743
Vermont,2018,569,755,.754
Villanova NCAA,2018,559,718,.779
Virginia NCAA,2018,340,451,.754
Virginia Commonwealth,2018,391,566,.691
VMI,2018,353,477,.740
Virginia Tech NCAA,2018,483,681,.709
Wagner,2018,501,705,.711
Wake Forest,2018,430,583,.738
Washington,2018,505,720,.701
Washington State,2018,327,444,.736
Weber State,2018,462,603,.766
West Virginia NCAA,2018,570,744,.766
Western Carolina,2018,408,597,.683
Western Illinois,2018,326,456,.715
Western Kentucky,2018,623,869,.717
Western Michigan,2018,479,659,.727
Wichita State NCAA,2018,517,700,.739
William & Mary,2018,479,591,.810
Winthrop,2018,450,623,.722
Wisconsin,2018,404,578,.699
Wofford,2018,419,538,.779
Wright State NCAA,2018,517,723,.715
Abilene Christian NCAA,2019,457,642,.712
Air Force,2019,341,503,.678
Akron,2019,380,539,.705
Alabama,2019,492,739,.666
Alabama A&M,2019,284,453,.627
Alabama State,2019,446,684,.652
Albany (NY),2019,420,564,.745
Alcorn State,2019,366,543,.674
American,2019,411,589,.698
Appalachian State,2019,505,706,.715
Arizona,2019,446,620,.719
Arizona State NCAA,2019,600,882,.680
Arkansas,2019,514,769,.668
Arkansas State,2019,530,721,.735
Arkansas-Pine Bluff,2019,476,702,.678
Army,2019,322,471,.684
Auburn NCAA,2019,540,760,.711
Austin Peay,2019,498,705,.706
Ball State,2019,498,709,.702
Baylor NCAA,2019,430,635,.677
Belmont NCAA,2019,441,598,.737
Bethune-Cookman,2019,420,689,.610
Binghamton,2019,291,452,.644
Boise State,2019,422,584,.723
Boston College,2019,442,633,.698
Boston University,2019,320,468,.684
Bowling Green State,2019,506,755,.670
Bradley NCAA,2019,465,672,.692
Brigham Young,2019,545,750,.727
Brown,2019,490,685,.715
Bryant,2019,440,618,.712
Bucknell,2019,489,653,.749
Buffalo NCAA,2019,527,767,.687
Butler,2019,360,488,.738
Cal Poly,2019,293,452,.648
Cal State Bakersfield,2019,417,620,.673
Cal State Fullerton,2019,514,726,.708
Cal State Northridge,2019,431,676,.638
California,2019,436,603,.723
California Baptist,2019,454,576,.788
Campbell,2019,448,590,.759
Canisius,2019,398,575,.692
Central Arkansas,2019,487,667,.730
Central Connecticut State,2019,496,634,.782
Central Michigan,2019,609,908,.671
Charleston Southern,2019,398,588,.677
Charlotte,2019,389,524,.742
Chattanooga,2019,312,457,.683
Chicago State,2019,393,581,.676
Cincinnati NCAA,2019,534,758,.704
Clemson,2019,456,623,.732
Cleveland State,2019,399,585,.682
Coastal Carolina,2019,559,778,.719
Colgate NCAA,2019,418,563,.742
College of Charleston,2019,470,615,.764
Colorado,2019,570,757,.753
Colorado State,2019,402,579,.694
Columbia,2019,266,377,.706
Connecticut,2019,436,641,.680
Coppin State,2019,458,689,.665
Cornell,2019,398,551,.722
Creighton,2019,395,582,.679
Dartmouth,2019,314,436,.720
Davidson,2019,393,525,.749
Dayton,2019,397,575,.690
Delaware,2019,410,564,.727
Delaware State,2019,332,489,.679
Denver,2019,349,460,.759
DePaul,2019,562,773,.727
Detroit Mercy,2019,417,581,.718
Drake,2019,468,618,.757
Drexel,2019,440,584,.753
Duke NCAA,2019,551,803,.686
Duquesne,2019,460,663,.694
East Carolina,2019,435,638,.682
East Tennessee State,2019,425,634,.670
Eastern Illinois,2019,375,545,.688
Eastern Kentucky,2019,486,683,.712
Eastern Michigan,2019,380,604,.629
Eastern Washington,2019,398,546,.729
Elon,2019,307,443,.693
Evansville,2019,476,660,.721
Fairfield,2019,291,420,.693
FDU NCAA,2019,509,702,.725
Florida NCAA,2019,435,603,.721
Florida A&M,2019,309,503,.614
Florida Atlantic,2019,414,551,.751
Florida Gulf Coast,2019,393,588,.668
Florida International,2019,547,855,.640
Florida State NCAA,2019,579,778,.744
Fordham,2019,314,462,.680
Fresno State,2019,412,572,.720
Furman,2019,364,508,.717
Gardner-Webb NCAA,2019,527,741,.711
George Mason,2019,454,634,.716
George Washington,2019,411,600,.685
Georgetown,2019,568,771,.737
Georgia,2019,512,726,.705
Georgia Southern,2019,498,720,.692
Georgia State NCAA,2019,462,694,.666
Georgia Tech,2019,405,588,.689
Gonzaga NCAA,2019,602,791,.761
Grambling,2019,535,781,.685
Grand Canyon,2019,487,666,.731
Green Bay,2019,575,818,.703
Hampton,2019,622,790,.787
Hartford,2019,459,619,.742
Harvard,2019,388,538,.721
Hawaii,2019,399,576,.693
High Point,2019,409,605,.676
Hofstra,2019,615,767,.802
Holy Cross,2019,283,424,.667
Houston NCAA,2019,490,697,.703
Houston Christian,2019,535,793,.675
Howard,2019,566,780,.726
Idaho,2019,367,507,.724
Idaho State,2019,366,498,.735
Illinois,2019,415,591,.702
Illinois State,2019,387,540,.717
Illinois-Chicago,2019,358,525,.682
Incarnate Word,2019,448,553,.810
Indiana,2019,455,695,.655
Indiana State,2019,454,621,.731
Iona NCAA,2019,521,699,.745
Iowa NCAA,2019,627,849,.739
Iowa State NCAA,2019,450,615,.732
IUPUI,2019,491,699,.702
Jackson State,2019,385,607,.634
Jacksonville,2019,394,582,.677
Jacksonville State,2019,468,630,.743
James Madison,2019,437,607,.720
Kansas NCAA,2019,487,691,.705
Kansas City,2019,413,590,.700
